RECORDID,EXTERNALID
R24728449,7974683
R24728450,7974684
R24728451,7974685
R24728452,7974686
R24728453,7974687
R24728454,7974688
R24728455,7974689
R24728456,7974690
R24728457,7974691
R24728458,7974692
R24728459,7974693
R24728460,7974694
R24728461,7974695
R24728462,7974696
R24728463,7974697
R24728464,7974698
R24728465,7974699
R24728466,7974700
R24728467,7974701
R24728468,7974702
R24728469,7974703
R24728470,7974704
R24728471,7974705
R24728472,7974706
R24728473,7974707
R24728474,7974708
R24728475,7974709
R24728476,7974710
R24728477,7974711
R24728478,7974712
R24728479,7974713
R24728480,7974714
R24728481,7974715
R24728482,7974716
R24728483,7974717
R24728484,7974718
R24728485,7974719
R24728486,7974720
R24728487,7974722
R24728488,7974723
R24728489,7974724
R24728490,7974725
R24728491,7974726
R24728492,7974727
R24728493,7974728
R24728494,7974729
R24728495,7974730
R24728496,7974732
R24728497,7974733
R24728498,7974734
R24728499,7974735
R24728500,7974736
R24728501,7974738
R24728502,7974740
R24728503,7974741
R24728504,7974742
R24728505,7974743
R24728506,7974745
R24728507,7974746
R24728508,7974747
R24728509,7974748
R24728510,7974749
R24728511,7974750
R24728512,7974751
R24728513,7974752
R24728514,7974753
R24728515,7974754
R24728516,7974755
R24728517,7974756
R24728518,7974757
R24728519,7974758
R24728520,7974759
R24728521,7974760
R24728522,7974761
R24728523,7974762
R24728524,7974763
R24728525,7974764
R24728526,7974765
R24728527,7974766
R24728528,7974767
R24728529,7974768
R24728530,7974769
R24728531,7974771
R24728532,7974772
R24728533,7974773
R24728534,7974775
R24728535,7974776
R24728536,7974777
R24728537,7974779
R24728538,7974780
R24728539,7974781
R24728540,7974782
R24728541,7974784
R24728542,7974785
R24728543,7974786
R24728544,7974788
R24728545,7974789
R24728546,7974791
R24728547,7974792
R24728548,7974793
R24728549,7974794
R24728550,7974796
R24728551,7974797
R24728552,7974799
R24728553,7974800
R24728554,7974801
R24728555,7974804
R24728556,7974807
R24728557,7974808
R24728558,7974809
R24728559,7974812
R24728560,7974813
R24728561,7974815
R24728562,7974816
R24728563,7974817
R24728564,7974819
R24728565,7974820
R24728566,7974821
R24728567,7974823
R24728568,7974824
R24728569,7974826
R24728570,7974827
R24728571,7974828
R24728572,7974830
R24728573,7974831
R24728574,7974832
R24728575,7974833
R24728576,7974834
R24728577,7974836
R24728578,7974838
R24728579,7974840
R24728580,7974841
R24728581,7974842
R24728582,7974844
R24728583,7974847
R24728584,7974848
R24728585,7974849
R24728586,7974851
R24728587,7974852
R24728588,7974853
R24728589,7974854
R24728590,7974855
R24728591,7974856
R24728592,7974857
R24728593,7974858
R24728594,7974860
R24728595,7974861
R24728596,7974862
R24728597,7974864
R24728598,7974865
R24728599,7974866
R24728600,7974867
R24728601,7974868
R24728602,7974870
R24728603,7974871
R24728604,7974872
R24728605,7974873
R24728606,7974874
R24728607,7974875
R24728608,7974876
R24728609,7974877
R24728610,7974878
R24728611,7974880
R24728612,7974881
R24728613,7974882
R24728614,7974884
R24728615,7974885
R24728616,7974886
R24728617,7974887
R24728618,7974888
R24728619,7974890
R24728620,7974891
R24728621,7974892
R24728622,7974893
R24728623,7974894
R24728624,7974896
R24728625,7974898
R24728626,7974899
R24728627,7974900
R24728628,7974901
R24728629,7974902
R24728630,7974903
R24728631,7974905
R24728632,7974906
R24728633,7974908
R24728634,7974910
R24728635,7974911
R24728636,7974912
R24728637,7974913
R24728638,7974914
R24728639,7974915
R24728640,7974916
R24728641,7974917
R24728642,7974918
R24728643,7974919
R24728644,7974920
R24728645,7974921
R24728646,7974922
R24728647,7974923
R24728648,7974924
R24728649,7974925
R24728650,7974927
R24728651,7974928
R24728652,7974929
R24728653,7974930
R24728654,7974931
R24728655,7974932
R24728656,7974933
R24728657,7974934
R24728658,7974935
R24728659,7974936
R24728660,7974938
R24728661,7974939
R24728662,7974940
R24728663,7974941
R24728664,7974942
R24728665,7974943
R24728666,7974944
R24728667,7974945
R24728668,7974946
R24728669,7974947
R24728670,7974948
R24728671,7974949
R24728672,7974950
R24728673,7974951
R24728674,7974952
R24728675,7974953
R24728676,7974954
R24728677,7974955
R24728678,7974957
R24728679,7974958
R24728680,7974959
R24728681,7974960
R24728682,7974961
R24728683,7974962
R24728684,7974963
R24728685,7974964
R24728686,7974965
R24728687,7974966
R24728688,7974967
R24728689,7974968
R24728690,7974969
R24728691,7974971
R24728692,7974972
R24728693,7974973
R24728694,7974974
R24728695,7974975
R24728696,7974976
R24728697,7974978
R24728698,7974980
R24728699,7974981
R24728700,7974982
R24728701,7974983
R24728702,7974984
R24728703,7974985
R24728704,7974986
R24728705,7974987
R24728706,7974989
R24728707,7974990
R24728708,7974992
R24728709,7974993
R24728710,7974994
R24728711,7974995
R24728712,7974996
R24728713,7974997
R24728714,7974998
R24728715,7974999
R24728716,7975000
R24728717,7975001
R24728718,7975003
R24728719,7975004
R24728720,7975006
R24728721,7975007
R24728722,7975010
R24728723,7975013
R24728724,7975014
R24728725,7975015
R24728726,7975016
R24728727,7975017
R24728728,7975018
R24728729,7975019
R24728730,7975020
R24728731,7975021
R24728732,7975022
R24728733,7975023
R24728734,7975024
R24728735,7975025
R24728736,7975026
R24728737,7975027
R24728738,7975029
R24728739,7975030
R24728740,7975031
R24728741,7975032
R24728742,7975033
R24728743,7975034
R24728744,7975035
R24728745,7975036
R24728746,7975037
R24728747,7975038
R24728748,7975039
R24728749,7975040
R24728750,7975041
R24728751,7975042
R24728752,7975043
R24728753,7975044
R24728754,7975045
R24728755,7975046
R24728756,7975047
R24728757,7975048
R24728758,7975049
R24728759,7975050
R24728760,7975051
R24728761,7975052
R24728762,7975053
R24728763,7975054
R24728764,7975055
R24728765,7975056
R24728766,7975057
R24728767,7975058
R24728768,7975059
R24728769,7975060
R24728770,7975061
R24728771,7975062
R24728772,7975063
R24728773,7975064
R24728774,7975065
R24728775,7975066
R24728776,7975067
R24728777,7975068
R24728778,7975069
R24728779,7975070
R24728780,7975071
R24728781,7975072
R24728782,7975073
R24728783,7975074
R24728784,7975075
R24728785,7975076
R24728786,7975077
R24728787,7975078
R24728788,7975080
R24728789,7975081
R24728790,7975082
R24728791,7975083
R24728792,7975084
R24728793,7975085
R24728794,7975086
R24728795,7975087
R24728796,7975088
R24728797,7975089
R24728798,7975090
R24728799,7975091
R24728800,7975092
R24728801,7975093
R24728802,7975095
R24728803,7975097
R24728804,7975098
R24728805,7975100
R24728806,7975101
R24728807,7975103
R24728808,7975104
R24728809,7975105
R24728810,7975106
R24728811,7975107
R24728812,7975108
R24728813,7975109
R24728814,7975111
R24728815,7975112
R24728816,7975114
R24728817,7975115
R24728818,7975116
R24728819,7975117
R24728820,7975118
R24728821,7975119
R24728822,7975121
R24728823,7975122
R24728824,7975123
R24728825,7975124
R24728826,7975125
R24728827,7975126
R24728828,7975128
R24728829,7975130
R24728830,7975131
R24728831,7975132
R24728832,7975133
R24728833,7975134
R24728834,7975135
R24728835,7975136
R24728836,7975137
R24728837,7975138
R24728838,7975139
R24728839,7975140
R24728840,7975141
R24728841,7975143
R24728842,7975144
R24728843,7975145
R24728844,7975146
R24728845,7975147
R24728846,7975148
R24728847,7975149
R24728848,7975150
R24728849,7975151
R24728850,7975152
R24728851,7975153
R24728852,7975155
R24728853,7975156
R24728854,7975157
R24728855,7975158
R24728856,7975159
R24728857,7975160
R24728858,7975161
R24728859,7975162
R24728860,7975163
R24728861,7975164
R24728862,7975165
R24728863,7975166
R24728864,7975168
R24728865,7975169
R24728866,7975171
R24728867,7975172
R24728868,7975173
R24728869,7975175
R24728870,7975176
R24728871,7975177
R24728872,7975178
R24728873,7975179
R24728874,7975180
R24728875,7975181
R24728876,7975182
R24728877,7975183
R24728878,7975185
R24728879,7975186
R24728880,7975188
R24728881,7975190
R24728882,7975191
R24728883,7975192
R24728884,7975193
R24728885,7975194
R24728886,7975195
R24728887,7975196
R24728888,7975197
R24728889,7975198
R24728890,7975199
R24728891,7975200
R24728892,7975201
R24728893,7975202
R24728894,7975203
R24728895,7975204
R24728896,7975205
R24728897,7975206
R24728898,7975207
R24728899,7975208
R24728900,7975209
R24728901,7975210
R24728902,7975212
R24728903,7975213
R24728904,7975214
R24728905,7975216
R24728906,7975217
R24728907,7975218
R24728908,7975219
R24728909,7975220
R24728910,7975221
R24728911,7975222
R24728912,7975223
R24728913,7975224
R24728914,7975225
R24728915,7975226
R24728916,7975227
R24728917,7975228
R24728918,7975229
R24728919,7975230
R24728920,7975231
R24728921,7975232
R24728922,7975233
R24728923,7975234
R24728924,7975236
R24728925,7975237
R24728926,7975238
R24728927,7975240
R24728928,7975241
R24728929,7975242
R24728930,7975243
R24728931,7975245
R24728932,7975246
R24728933,7975247
R24728934,7975248
R24728935,7975249
R24728936,7975250
R24728937,7975251
R24728938,7975252
R24728939,7975253
R24728940,7975254
R24728941,7975255
R24728942,7975256
R24728943,7975257
R24728944,7975258
R24728945,7975259
R24728946,7975260
R24728947,7975261
R24728948,7975262
R24728949,7975263
R24728950,7975265
R24728951,7975266
R24728952,7975267
R24728953,7975268
R24728954,7975269
R24728955,7975270
R24728956,7975271
R24728957,7975272
R24728958,7975273
R24728959,7975274
R24728960,7975275
R24728961,7975276
R24728962,7975277
R24728963,7975278
R24728964,7975280
R24728965,7975281
R24728966,7975282
R24728967,7975283
R24728968,7975284
R24728969,7975285
R24728970,7975286
R24728971,7975287
R24728972,7975288
R24728973,7975289
R24728974,7975290
R24728975,7975291
R24728976,7975292
R24728977,7975293
R24728978,7975294
R24728979,7975295
R24728980,7975296
R24728981,7975297
R24728982,7975298
R24728983,7975299
R24728984,7975301
R24728985,7975302
R24728986,7975303
R24728987,7975304
R24728988,7975305
R24728989,7975307
R24728990,7975308
R24728991,7975309
R24728992,7975310
R24728993,7975312
R24728994,7975313
R24728995,7975314
R24728996,7975315
R24728997,7975316
R24728998,7975317
R24728999,7975318
R24729000,7975319
R24729001,7975320
R24729002,7975321
R24729003,7975322
R24729004,7975323
R24729005,7975324
R24729006,7975325
R24729007,7975326
R24729008,7975327
R24729009,7975328
R24729010,7975329
R24729011,7975330
R24729012,7975331
R24729013,7975332
R24729014,7975333
R24729015,7975334
R24729016,7975335
R24729017,7975336
R24729018,7975337
R24729019,7975338
R24729020,7975339
R24729021,7975340
R24729022,7975341
R24729023,7975342
R24729024,7975343
R24729025,7975344
R24729026,7975345
R24729027,7975346
R24729028,7975347
R24729029,7975348
R24729030,7975349
R24729031,7975350
R24729032,7975351
R24729033,7975352
R24729034,7975353
R24729035,7975354
R24729036,7975356
R24729037,7975357
R24729038,7975358
R24729039,7975359
R24729040,7975360
R24729041,7975361
R24729042,7975362
R24729043,7975363
R24729044,7975364
R24729045,7975365
R24729046,7975366
R24729047,7975367
R24729048,7975368
R24729049,7975370
R24729050,7975371
R24729051,7975373
R24729052,7975374
R24729053,7975375
R24729054,7975376
R24729055,7975377
R24729056,7975378
R24729057,7975379
R24729058,7975380
R24729059,7975381
R24729060,7975382
R24729061,7975383
R24729062,7975384
R24729063,7975385
R24729064,7975386
R24729065,7975387
R24729066,7975388
R24729067,7975389
R24729068,7975390
R24729069,7975392
R24729070,7975393
R24729071,7975394
R24729072,7975395
R24729073,7975397
R24729074,7975398
R24729075,7975399
R24729076,7975400
R24729077,7975401
R24729078,7975402
R24729079,7975403
R24729080,7975404
R24729081,7975406
R24729082,7975407
R24729083,7975408
R24729084,7975409
R24729085,7975410
R24729086,7975411
R24729087,7975412
R24729088,7975413
R24729089,7975415
R24729090,7975416
R24729091,7975417
R24729092,7975418
R24729093,7975419
R24729094,7975420
R24729095,7975421
R24729096,7975422
R24729097,7975423
R24729098,7975424
R24729099,7975425
R24729100,7975426
R24729101,7975427
R24729102,7975429
R24729103,7975430
R24729104,7975432
R24729105,7975433
R24729106,7975434
R24729107,7975436
R24729108,7975438
R24729109,7975439
R24729110,7975440
R24729111,7975441
R24729112,7975442
R24729113,7975443
R24729114,7975444
R24729115,7975445
R24729116,7975446
R24729117,7975447
R24729118,7975448
R24729119,7975449
R24729120,7975450
R24729121,7975451
R24729122,7975452
R24729123,7975453
R24729124,7975454
R24729125,7975455
R24729126,7975456
R24729127,7975457
R24729128,7975458
R24729129,7975459
R24729130,7975460
R24729131,7975461
R24729132,7975462
R24729133,7975463
R24729134,7975464
R24729135,7975465
R24729136,7975466
R24729137,7975467
R24729138,7975469
R24729139,7975470
R24729140,7975471
R24729141,7975472
R24729142,7975474
R24729143,7975475
R24729144,7975476
R24729145,7975478
R24729146,7975479
R24729147,7975480
R24729148,7975481
R24729149,7975482
R24729150,7975483
R24729151,7975484
R24729152,7975485
R24729153,7975486
R24729154,7975487
R24729155,7975488
R24729156,7975489
R24729157,7975490
R24729158,7975491
R24729159,7975492
R24729160,7975493
R24729161,7975494
R24729162,7975495
R24729163,7975496
R24729164,7975497
R24729165,7975499
R24729166,7975500
R24729167,7975501
R24729168,7975502
R24729169,7975503
R24729170,7975504
R24729171,7975505
R24729172,7975506
R24729173,7975508
R24729174,7975509
R24729175,7975510
R24729176,7975511
R24729177,7975512
R24729178,7975514
R24729179,7975516
R24729180,7975518
R24729181,7975519
R24729182,7975520
R24729183,7975521
R24729184,7975523
R24729185,7975524
R24729186,7975525
R24729187,7975526
R24729188,7975527
R24729189,7975528
R24729190,7975529
R24729191,7975530
R24729192,7975531
R24729193,7975532
R24729194,7975533
R24729195,7975534
R24729196,7975535
R24729197,7975536
R24729198,7975537
R24729199,7975538
R24729200,7975539
R24729201,7975540
R24729202,7975541
R24729203,7975542
R24729204,7975543
R24729205,7975545
R24729206,7975546
R24729207,7975547
R24729208,7975549
R24729209,7975550
R24729210,7975551
R24729211,7975552
R24729212,7975555
R24729213,7975556
R24729214,7975557
R24729215,7975559
R24729216,7975560
R24729217,7975561
R24729218,7975562
R24729219,7975563
R24729220,7975564
R24729221,7975565
R24729222,7975566
R24729223,7975567
R24729224,7975568
R24729225,7975569
R24729226,7975570
R24729227,7975571
R24729228,7975572
R24729229,7975573
R24729230,7975574
R24729231,7975575
R24729232,7975576
R24729233,7975577
R24729234,7975579
R24729235,7975580
R24729236,7975581
R24729237,7975582
R24729238,7975584
R24729239,7975585
R24729240,7975586
R24729241,7975587
R24729242,7975588
R24729243,7975590
R24729244,7975591
R24729245,7975592
R24729246,7975593
R24729247,7975594
R24729248,7975595
R24729249,7975597
R24729250,7975598
R24729251,7975599
R24729252,7975600
R24729253,7975601
R24729254,7975602
R24729255,7975603
R24729256,7975604
R24729257,7975605
R24729258,7975606
R24729259,7975607
R24729260,7975608
R24729261,7975609
R24729262,7975610
R24729263,7975611
R24729264,7975612
R24729265,7975613
R24729266,7975614
R24729267,7975616
R24729268,7975617
R24729269,7975618
R24729270,7975619
R24729271,7975620
R24729272,7975621
R24729273,7975622
R24729274,7975624
R24729275,7975625
R24729276,7975626
R24729277,7975627
R24729278,7975628
R24729279,7975629
R24729280,7975630
R24729281,7975631
R24729282,7975632
R24729283,7975633
R24729284,7975634
R24729285,7975635
R24729286,7975636
R24729287,7975637
R24729288,7975638
R24729289,7975639
R24729290,7975640
R24729291,7975641
R24729292,7975642
R24729293,7975643
R24729294,7975644
R24729295,7975645
R24729296,7975646
R24729297,7975647
R24729298,7975650
R24729299,7975651
R24729300,7975652
R24729301,7975655
R24729302,7975656
R24729303,7975657
R24729304,7975658
R24729305,7975660
R24729306,7975661
R24729307,7975662
R24729308,7975664
R24729309,7975665
R24729310,7975667
R24729311,7975668
R24729312,7975669
R24729313,7975671
R24729314,7975672
R24729315,7975675
R24729316,7975676
R24729317,7975677
R24729318,7975680
R24729319,7975681
R24729320,7975683
R24729321,7975684
R24729322,7975685
R24729323,7975687
R24729324,7975689
R24729325,7975691
R24729326,7975692
R24729327,7975693
R24729328,7975695
R24729329,7975696
R24729330,7975697
R24729331,7975698
R24729332,7975699
R24729333,7975700
R24729334,7975702
R24729335,7975703
R24729336,7975704
R24729337,7975706
R24729338,7975707
R24729339,7975708
R24729340,7975710
R24729341,7975711
R24729342,7975713
R24729343,7975714
R24729344,7975715
R24729345,7975719
R24729346,7975721
R24729347,7975722
R24729348,7975723
R24729349,7975724
R24729350,7975726
R24729351,7975727
R24729352,7975728
R24729353,7975729
R24729354,7975730
R24729355,7975731
R24729356,7975732
R24729357,7975733
R24729358,7975734
R24729359,7975736
R24729360,7975737
R24729361,7975738
R24729362,7975739
R24729363,7975740
R24729364,7975741
R24729365,7975742
R24729366,7975744
R24729367,7975745
R24729368,7975746
R24729369,7975747
R24729370,7975748
R24729371,7975749
R24729372,7975750
R24729373,7975751
R24729374,7975752
R24729375,7975753
R24729376,7975754
R24729377,7975755
R24729378,7975757
R24729379,7975758
R24729380,7975759
R24729381,7975760
R24729382,7975761
R24729383,7975762
R24729384,7975763
R24729385,7975764
R24729386,7975765
R24729387,7975766
R24729388,7975767
R24729389,7975768
R24729390,7975769
R24729391,7975770
R24729392,7975771
R24729393,7975772
R24729394,7975773
